gene,chr,start,stop,lead_or_lag
YJL165C,chrX,106894,109461,-
YJL164C,chrX,109966,111159,-
YJL163C,chrX,111666,113333,-
YJL162C,chrX,113878,115629,-
YJL161W,chrX,117245,117787,+
YJL160C,chrX,117962,118825,-
YJL159W,chrX,120449,121690,+
YJL158C,chrX,122265,122948,-
YJL157C,chrX,123836,126328,-
YJL156W-A,chrX,126604,126825,+
YJL156C,chrX,126853,128952,-
YJL155C,chrX,129285,130643,-
YJL154C,chrX,131101,133935,-
YJL153C,chrX,134332,135933,-
YJL152W,chrX,136174,136533,+
YJL151C,chrX,136372,136773,-
YJL150W,chrX,137123,137425,+
YJL149W,chrX,137379,139370,+
YJL148W,chrX,140437,141138,+
YJL147C,chrX,141419,142567,-
YJL146W,chrX,143292,144701,+
YJL145W,chrX,145160,146044,+
YJL144W,chrX,146359,146673,+
YJL143W,chrX,147101,147577,+
YJL142C,chrX,147819,148211,-
YJL141C,chrX,147967,150390,-
YJL140W,chrX,150961,151626,+
YJL139C,chrX,151713,152999,-
YJL138C,chrX,153504,154691,-
YJL137C,chrX,154985,156127,-
YJL136W-A,chrX,156169,156252,+
YJL136C,chrX,156550,157273,-
YJL135W,chrX,157877,158194,+
YJL134W,chrX,158188,159417,+
YJL133C-A,chrX,159623,159847,-
YJL133W,chrX,160619,161563,+
YJL132W,chrX,161914,164166,+
YJL131C,chrX,164278,165348,-
YJL130C,chrX,165723,172752,-
YJL129C,chrX,173599,177306,-
YJL128C,chrX,178097,180103,-
YJL127W-A,chrX,180194,180310,+
YJL127C-B,chrX,181551,181709,-
YJL127C,chrX,182298,184220,-
YJL126W,chrX,184501,185424,+
YJL125C,chrX,185528,186679,-
YJL124C,chrX,187126,187644,-
YJL123C,chrX,188004,189440,-
YJL122W,chrX,189716,190243,+
YJL121C,chrX,190374,191090,-
YJL120W,chrX,191022,191345,+
YJL119C,chrX,191572,191895,-
YJL118W,chrX,191639,192298,+
YJL117W,chrX,192531,193466,+
YJL116C,chrX,193860,194873,-
YJL115W,chrX,196287,197126,+
YJL112W,chrX,205305,207449,+
YJL111W,chrX,207877,209529,+
YJL110C,chrX,209922,211577,-
YJL109C,chrX,212000,217309,-
YJL108C,chrX,217705,218856,-
YJL107C,chrX,218853,220016,-
YJL106W,chrX,221390,223327,+
YJL105W,chrX,225055,226737,+
YJL104W,chrX,227327,227776,+
YJL103C,chrX,229025,230881,-
YJL102W,chrX,231301,233760,+
YJL101C,chrX,234320,236356,-
YJL100W,chrX,237263,239086,+
YJL099W,chrX,239414,241654,+
YJL098W,chrX,242082,245258,+
YJL097W,chrX,245591,246244,+
YJL096W,chrX,246490,246975,+
YJL095W,chrX,247255,251691,+
YJL094C,chrX,251821,254442,-
YJL093C,chrX,254737,256812,-
YJL092W,chrX,257423,260947,+
YJL091C,chrX,261080,262552,-
YJL090C,chrX,262757,265051,-
YJL089W,chrX,265926,268415,+
YJL088W,chrX,268799,269815,+
YJL087C,chrX,270002,272485,-
YJL086C,chrX,272478,272846,-
YJL085W,chrX,272827,274698,+
YJL084C,chrX,274862,278002,-
YJL083W,chrX,278841,280655,+
YJL082W,chrX,281185,283380,+
YJL081C,chrX,283802,285271,-
YJL080C,chrX,285558,289226,-
YJL079C,chrX,289875,290774,-
YJL078C,chrX,291336,293981,-
YJL077W-B,chrX,294047,294145,+
YJL077C,chrX,294666,295061,-
YJL077W-A,chrX,294799,294885,+
YJL076W,chrX,295245,298814,+
YJL075C,chrX,298460,298876,-
YJL074C,chrX,299157,302849,-
YJL073W,chrX,303181,305118,+
YJL072C,chrX,305221,305862,-
YJL071W,chrX,306132,307856,+
YJL070C,chrX,307971,310637,-
YJL069C,chrX,310922,312706,-
YJL068C,chrX,313016,313915,-
YJL067W,chrX,314084,314434,+
YJL066C,chrX,314114,314872,-
YJL065C,chrX,315054,315557,-
YJL064W,chrX,315175,315570,+
YJL063C,chrX,315759,316475,-
YJL062W-A,chrX,316723,316980,+
YJL062W,chrX,317284,319776,+
YJL061W,chrX,320016,322157,+
YJL060W,chrX,323386,324720,+
YJL059W,chrX,324964,326190,+
YJL058C,chrX,326242,327873,-
YJL057C,chrX,328118,330121,-
YJL056C,chrX,330431,333073,-
YJL055W,chrX,333357,334094,+
YJL054W,chrX,334265,335701,+
YJL053W,chrX,335898,337037,+
YJL052C-A,chrX,337884,338003,-
YJL052W,chrX,338271,339269,+
YJL051W,chrX,339787,342255,+
YJL050W,chrX,342522,345743,+
YJL049W,chrX,345973,347325,+
YJL048C,chrX,347447,348637,-
YJL047C-A,chrX,349044,349178,-
YJL047C,chrX,349580,352108,-
YJL046W,chrX,352386,353615,+
YJL045W,chrX,356024,357928,+
YJL044C,chrX,358300,359676,-
YJL043W,chrX,360130,360903,+
YJL042W,chrX,361249,365445,+
YJL041W,chrX,365784,368373,+
YJL039C,chrX,368748,373799,-
YJL038C,chrX,375115,375774,-
YJL037W,chrX,376662,377336,+
YJL036W,chrX,378825,380096,+
YJL035C,chrX,380249,381001,-
YJL034W,chrX,381327,383375,+
YJL033W,chrX,383837,386149,+
YJL032W,chrX,386348,386662,+
YJL031C,chrX,386368,387438,-
YJL030W,chrX,387657,388247,+
YJL029C,chrX,388385,390853,-
YJL028W,chrX,391311,391646,+
YJL027C,chrX,391833,392249,-
YJL026W,chrX,392404,393603,+
YJL026C-A,chrX,393066,393287,-
YJL025W,chrX,393967,395511,+
YJL024C,chrX,395931,396592,-
YJL023C,chrX,397355,398398,-
YJL022W,chrX,398109,398417,+
YJL020C,chrX,398937,402410,-
YJL020W-A,chrX,400981,401238,+
YJL019W,chrX,402897,404945,+
YJL016W,chrX,405588,407273,+
YJL015C,chrX,407142,407426,-
YJL014W,chrX,407558,409162,+
YJL013C,chrX,409493,411040,-
YJL012C,chrX,411234,413399,-
YJL011C,chrX,414285,414770,-
YJL010C,chrX,417562,419562,-
YJL009W,chrX,419855,420181,+
YJL008C,chrX,419957,421663,-
YJL007C,chrX,422698,423012,-
YJL006C,chrX,423138,424109,-
YJL005W,chrX,425157,431237,+
YJL004C,chrX,431589,432200,-
YJL003W,chrX,432644,433000,+
YJL002C,chrX,433221,434651,-
YJL001W,chrX,435163,435926,+
YJR001W,chrX,436802,438610,+
YJR002W,chrX,438865,440646,+
YJR003C,chrX,440994,442553,-
YJR004C,chrX,442909,444861,-
YJR005W,chrX,445923,448025,+
YJR005C-A,chrX,448477,448758,-
YJR006W,chrX,449202,450665,+
YJR007W,chrX,451020,451934,+
YJR008W,chrX,452430,453446,+
YJR009C,chrX,453683,454681,-
YJR010W,chrX,456239,457774,+
YJR010C-A,chrX,458077,458361,-
YJR011C,chrX,458641,459426,-
YJR012C,chrX,459795,460418,-
YJR013W,chrX,460382,461593,+
YJR014W,chrX,461829,462425,+
YJR015W,chrX,462721,464253,+
YJR016C,chrX,464451,466208,-
YJR017C,chrX,466521,467033,-
YJR018W,chrX,466786,467148,+
YJR019C,chrX,467232,468281,-
YJR020W,chrX,468001,468333,+
YJR021C,chrX,468555,469579,-
YJR022W,chrX,469784,470113,+
YJR023C,chrX,469804,470205,-
YJR024C,chrX,470230,470964,-
YJR025C,chrX,471138,471671,-
YJR030C,chrX,483959,486196,-
YJR031C,chrX,486586,490812,-
YJR032W,chrX,491081,492262,+
YJR033C,chrX,492378,496451,-
YJR034W,chrX,496683,497009,+
YJR035W,chrX,497355,500612,+
YJR036C,chrX,500713,503391,-
YJR037W,chrX,503102,503485,+
YJR038C,chrX,503710,504072,-
YJR039W,chrX,503936,507301,+
YJR040W,chrX,507746,510085,+
YJR041C,chrX,510239,513763,-
YJR042W,chrX,514055,516289,+
YJR043C,chrX,516461,517513,-
YJR044C,chrX,518763,519185,-
YJR045C,chrX,519638,521602,-
YJR046W,chrX,522048,523862,+
YJR047C,chrX,524908,525381,-
YJR048W,chrX,526335,526664,+
YJR049C,chrX,526884,528476,-
YJR050W,chrX,528697,529404,+
YJR051W,chrX,529861,531366,+
YJR052W,chrX,532062,533759,+
YJR053W,chrX,534027,535751,+
YJR054W,chrX,536056,537549,+
YJR055W,chrX,538772,539266,+
YJR056C,chrX,541792,542502,-
YJR057W,chrX,544062,544712,+
YJR058C,chrX,544732,545175,-
YJR059W,chrX,545787,548243,+
YJR060W,chrX,548759,549814,+
YJR061W,chrX,550511,553318,+
YJR062C,chrX,553476,554849,-
YJR063W,chrX,555195,555572,+
YJR064W,chrX,555914,557602,+
YJR065C,chrX,557809,559158,-
YJR066W,chrX,559416,566828,+
YJR067C,chrX,567019,567444,-
YJR068W,chrX,567643,568704,+
YJR069C,chrX,568806,569399,-
YJR070C,chrX,569621,570598,-
YJR071W,chrX,570405,570773,+
YJR072C,chrX,570967,572124,-
YJR073C,chrX,572315,572935,-
YJR074W,chrX,573095,573751,+
YJR075W,chrX,573981,575171,+
YJR076C,chrX,575354,576601,-
YJR077C,chrX,577255,578190,-
YJR078W,chrX,578860,580221,+
YJR079W,chrX,580205,581239,+
YJR080C,chrX,580432,581616,-
YJR082C,chrX,581914,582255,-
YJR083C,chrX,582608,583537,-
YJR084W,chrX,583733,585004,+
YJR085C,chrX,585120,585437,-
YJR086W,chrX,586068,586400,+
YJR087W,chrX,586400,586750,+
YJR088C,chrX,586495,587373,-
YJR089W,chrX,587718,590582,+
YJR090C,chrX,590872,594327,-
YJR091C,chrX,595061,598336,-
YJR092W,chrX,598735,603078,+
YJR093C,chrX,603220,604203,-
YJR094C,chrX,604569,605651,-
YJR094W-A,chrX,608305,608858,+
YJR095W,chrX,609773,610741,+
YJR096W,chrX,611195,612043,+
YJR097W,chrX,612413,612931,+
YJR098C,chrX,613186,615156,-
YJR099W,chrX,615576,616286,+
YJR100C,chrX,616351,617334,-
YJR101W,chrX,618234,619034,+
YJR102C,chrX,619157,619765,-
YJR103W,chrX,620754,622490,+
YJR104C,chrX,622550,623014,-
YJR105W,chrX,623581,624603,+
YJR106W,chrX,624838,627015,+
YJR107W,chrX,627340,628326,+
YJR108W,chrX,628712,629083,+
YJR109C,chrX,629585,632941,-
YJR110W,chrX,633615,635681,+
YJR111C,chrX,635855,636706,-
YJR112W,chrX,637030,637635,+
YJR112W-A,chrX,637790,638168,+
YJR113C,chrX,638232,638975,-
YJR114W,chrX,638659,639051,+
YJR115W,chrX,639942,640451,+
YJR116W,chrX,640825,641664,+
YJR117W,chrX,642007,643368,+
YJR118C,chrX,643490,644101,-
YJR119C,chrX,644304,646490,-
YJR120W,chrX,647126,647476,+
YJR121W,chrX,647607,649142,+
YJR122W,chrX,649776,651269,+
YJR123W,chrX,651901,652578,+
YJR124C,chrX,652892,654238,-
YJR125C,chrX,654737,655963,-
YJR126C,chrX,656254,658689,-
YJR127C,chrX,658917,663059,-
YJR128W,chrX,662921,663280,+
YJR129C,chrX,664000,665019,-
YJR130C,chrX,665218,667137,-
YJR131W,chrX,667644,669293,+
YJR132W,chrX,669522,672668,+
YJR133W,chrX,672991,673620,+
YJR134C,chrX,673729,675852,-
YJR135C,chrX,676059,676778,-
YJR135W-A,chrX,676971,677234,+
YJR136C,chrX,677441,678706,-
YJR137C,chrX,678957,683285,-
YJR138W,chrX,684567,689321,+
YJR139C,chrX,689445,690524,-
YJR140C,chrX,690750,695696,-
YJR140W-A,chrX,690961,691110,+
YJR141W,chrX,695906,696949,+
YJR142W,chrX,697141,698169,+
YJR143C,chrX,698326,700614,-
YJR144W,chrX,700882,701691,+
YJR145C,chrX,702027,703068,-
YJR146W,chrX,703885,704238,+
YJR147W,chrX,704196,705272,+
YJR148W,chrX,705744,706874,+
YJR149W,chrX,707160,708374,+
YJR150C,chrX,708811,709707,-
YJR151C,chrX,712255,715740,-
YJR151W-A,chrX,717580,717630,+
YJR152W,chrX,719666,721297,+
YJR153W,chrX,722815,723900,+
YJR154W,chrX,725784,726824,+
YJR155W,chrX,727405,728271,+
YJR156C,chrX,728574,729596,-
YJR157W,chrX,730515,730877,+
YJR158W,chrX,732440,734143,+
YJR159W,chrX,736044,737117,+
YJR160C,chrX,738008,739816,-
YJR161C,chrX,742848,743999,-
YJR162C,chrX,744911,745261,-
YKL225W,chrXI,451,798,+
YKL224C,chrXI,1810,2181,-
YKL223W,chrXI,2389,2721,+
YKL222C,chrXI,3503,5620,-
YKL221W,chrXI,6107,7528,+
YKL220C,chrXI,9091,11226,-
YKL219W,chrXI,14485,15708,+
YKL218C,chrXI,17359,18339,-
YKL217W,chrXI,22234,24084,+
YKL216W,chrXI,25215,26159,+
YKL215C,chrXI,26827,30687,-
YKL214C,chrXI,31082,31693,-
YKL213C,chrXI,31960,34107,-
YKL212W,chrXI,34543,36414,+
YKL211C,chrXI,36699,38153,-
YKL210W,chrXI,39163,42237,+
YKL209C,chrXI,42423,46295,-
YKL208W,chrXI,47157,47972,+
YKL207W,chrXI,48194,48955,+
YKL206C,chrXI,49006,49809,-
YKL205W,chrXI,50051,53353,+
YKL204W,chrXI,53704,55602,+
YKL203C,chrXI,55935,63359,-
YKL202W,chrXI,63821,64402,+
YKL201C,chrXI,63930,67466,-
YKL198C,chrXI,68232,70220,-
YKL197C,chrXI,70734,73865,-
YKL196C,chrXI,74932,75534,-
YKL195W,chrXI,75821,77032,+
YKL194C,chrXI,77258,78646,-
YKL193C,chrXI,78866,79882,-
YKL192C,chrXI,80160,80537,-
YKL191W,chrXI,81035,82639,+
YKL190W,chrXI,82947,83550,+
YKL189W,chrXI,84704,85903,+
YKL188C,chrXI,86225,88786,-
YKL187C,chrXI,89284,91536,-
YKL186C,chrXI,92744,93465,-
YKL185W,chrXI,94499,96265,+
YKL184W,chrXI,96757,98157,+
YKL183C-A,chrXI,98395,98607,-
YKL183W,chrXI,98721,99641,+
YKL182W,chrXI,100671,106826,+
YKL181W,chrXI,107316,108599,+
YKL180W,chrXI,109269,110129,+
YKL179C,chrXI,110464,112503,-
YKL178C,chrXI,113215,114627,-
YKL177W,chrXI,114356,114694,+
YKL176C,chrXI,115500,117986,-
YKL175W,chrXI,118793,120304,+
YKL174C,chrXI,120380,122236,-
YKL173W,chrXI,122517,125543,+
YKL172W,chrXI,125759,127042,+
YKL171W,chrXI,127475,130261,+
YKL170W,chrXI,130634,131050,+
YKL169C,chrXI,130685,131068,-
YKL168C,chrXI,131288,133462,-
YKL167C,chrXI,133721,134134,-
YKL166C,chrXI,134509,135705,-
YKL165C-A,chrXI,135790,136023,-
YKL165C,chrXI,137932,140691,-
YKL164C,chrXI,141794,142819,-
YKL163W,chrXI,144401,145378,+
YKL162C-A,chrXI,145922,146074,-
YKL162C,chrXI,147630,148838,-
YKL161C,chrXI,149386,150687,-
YKL160W,chrXI,153269,153706,+
YKL159C,chrXI,153816,154451,-
YKL157W,chrXI,154991,158232,+
YKL156W,chrXI,158613,159212,+
YKL156C-A,chrXI,158975,159091,-
YKL155C,chrXI,159456,161342,-
YKL154W,chrXI,161601,162335,+
YKL153W,chrXI,163600,164109,+
YKL152C,chrXI,163642,164385,-
YKL151C,chrXI,164917,165930,-
YKL150W,chrXI,166400,167452,+
YKL149C,chrXI,167612,168829,-
YKL148C,chrXI,169207,171129,-
YKL147C,chrXI,171551,172168,-
YKL146W,chrXI,171783,173861,+
YKL145W,chrXI,174213,175616,+
YKL145W-A,chrXI,174958,175050,+
YKL144C,chrXI,175843,176481,-
YKL143W,chrXI,176781,178172,+
YKL142W,chrXI,178515,179174,+
YKL141W,chrXI,179667,180263,+
YKL140W,chrXI,180779,182425,+
YKL139W,chrXI,182958,184544,+
YKL138C-A,chrXI,184803,185012,-
YKL138C,chrXI,185286,185681,-
YKL137W,chrXI,185957,186292,+
YKL136W,chrXI,186416,186814,+
YKL135C,chrXI,186460,188640,-
YKL134C,chrXI,189124,191442,-
YKL133C,chrXI,191679,193070,-
YKL132C,chrXI,193574,194866,-
YKL131W,chrXI,194478,194999,+
YKL130C,chrXI,195288,196028,-
YKL129C,chrXI,196349,200167,-
YKL128C,chrXI,200884,201771,-
YKL127W,chrXI,203541,205253,+
YKL126W,chrXI,205707,207749,+
YKL125W,chrXI,208247,210130,+
YKL124W,chrXI,210593,212332,+
YKL123W,chrXI,212043,212423,+
YKL122C,chrXI,212495,212998,-
YKL121W,chrXI,214142,216700,+
YKL120W,chrXI,217344,218318,+
YKL119C,chrXI,218570,219217,-
YKL118W,chrXI,219126,219437,+
YKL117W,chrXI,220324,220974,+
YKL116C,chrXI,221344,222900,-
YKL115C,chrXI,222893,223285,-
YKL114C,chrXI,223352,224455,-
YKL113C,chrXI,224727,225875,-
YKL112W,chrXI,226570,228765,+
YKL111C,chrXI,228464,228799,-
YKL110C,chrXI,228939,229880,-
YKL109W,chrXI,232227,233891,+
YKL108W,chrXI,234426,235787,+
YKL107W,chrXI,236141,237070,+
YKL106C-A,chrXI,237147,237266,-
YKL106W,chrXI,237536,238891,+
YKL105C,chrXI,239185,242583,-
YKL104C,chrXI,243220,245373,-
YKL103C,chrXI,246138,247682,-
YKL102C,chrXI,248062,248367,-
YKL101W,chrXI,248920,253476,+
YKL100C,chrXI,253697,255460,-
YKL100W-A,chrXI,254159,254248,+
YKL099C,chrXI,255720,256472,-
YKL098W,chrXI,256770,257843,+
YKL097C,chrXI,258503,258913,-
YKL096C-B,chrXI,259073,259222,-
YKL096W-A,chrXI,259253,259531,+
YKL096W,chrXI,261132,261851,+
YKL095W,chrXI,262277,263113,+
YKL094W,chrXI,263349,264290,+
YKL093W,chrXI,264789,265808,+
YKL092C,chrXI,266145,269459,-
YKL091C,chrXI,269718,270650,-
YKL090W,chrXI,271878,273209,+
YKL089W,chrXI,273394,275043,+
YKL088W,chrXI,275283,276998,+
YKL087C,chrXI,277189,277863,-
YKL086W,chrXI,278281,278664,+
YKL085W,chrXI,279123,280127,+
YKL084W,chrXI,280509,280859,+
YKL083W,chrXI,280921,281535,+
YKL082C,chrXI,281025,282329,-
YKL081W,chrXI,282891,284455,+
YKL080W,chrXI,285030,286208,+
YKL079W,chrXI,286603,288573,+
YKL078W,chrXI,288845,291052,+
YKL077W,chrXI,291453,292631,+
YKL076C,chrXI,292838,293221,-
YKL075C,chrXI,292956,294308,-
YKL074C,chrXI,294610,296193,-
YKL073W,chrXI,296430,299075,+
YKL072W,chrXI,299582,301882,+
YKL071W,chrXI,305114,305884,+
YKL070W,chrXI,306211,306720,+
YKL069W,chrXI,307285,307827,+
YKL068W-A,chrXI,309206,309442,+
YKL068W,chrXI,310199,313078,+
YKL067W,chrXI,314812,315273,+
YKL066W,chrXI,315281,315724,+
YKL065W-A,chrXI,315954,316175,+
YKL065C,chrXI,316437,317057,-
YKL064W,chrXI,317764,320673,+
YKL063C,chrXI,321015,321518,-
YKL062W,chrXI,323228,325120,+
YKL061W,chrXI,325771,326112,+
YKL060C,chrXI,326408,327487,-
YKL059C,chrXI,328118,329443,-
YKL058W,chrXI,330166,330534,+
YKL057C,chrXI,330856,333969,-
YKL056C,chrXI,334412,334915,-
YKL055C,chrXI,335321,336157,-
YKL054C,chrXI,336537,338753,-
YKL053C-A,chrXI,339182,339442,-
YKL053W,chrXI,339572,339946,+
YKL052C,chrXI,339668,340546,-
YKL051W,chrXI,341312,342373,+
YKL050C,chrXI,342852,345620,-
YKL049C,chrXI,346075,346764,-
YKL048C,chrXI,347214,349136,-
YKL047W,chrXI,349463,351013,+
YKL046C,chrXI,351275,352624,-
YKL045W,chrXI,353493,355079,+
YKL044W,chrXI,356322,356642,+
YKL043W,chrXI,356748,357848,+
YKL042W,chrXI,358475,359566,+
YKL041W,chrXI,360143,360817,+
YKL040C,chrXI,361058,361828,-
YKL039W,chrXI,362622,364193,+
YKL038W,chrXI,365605,369117,+
YKL037W,chrXI,369365,369721,+
YKL036C,chrXI,369528,369920,-
YKL035W,chrXI,369891,371390,+
YKL034W,chrXI,371829,374105,+
YKL033W-A,chrXI,374505,375215,+
YKL033W,chrXI,375456,378572,+
YKL032C,chrXI,380065,381858,-
YKL031W,chrXI,382072,382485,+
YKL030W,chrXI,382498,383103,+
YKL029C,chrXI,382716,384725,-
YKL028W,chrXI,385758,387206,+
YKL027W,chrXI,387562,388905,+
YKL026C,chrXI,389380,389883,-
YKL025C,chrXI,390240,392279,-
YKL024C,chrXI,392526,393140,-
YKL023C-A,chrXI,393146,393373,-
YKL023W,chrXI,393721,394554,+
YKL022C,chrXI,394726,397248,-
YKL021C,chrXI,397344,398750,-
YKL020C,chrXI,398832,402080,-
YKL019W,chrXI,402568,403518,+
YKL018C-A,chrXI,403580,403879,-
YKL018W,chrXI,404102,405091,+
YKL017C,chrXI,405190,407241,-
YKL016C,chrXI,407465,407989,-
YKL015W,chrXI,408544,411483,+
YKL014C,chrXI,411619,416913,-
YKL013C,chrXI,417508,418023,-
YKL012W,chrXI,418310,420061,+
YKL011C,chrXI,420155,421216,-
YKL010C,chrXI,421424,425875,-
YKL009W,chrXI,426242,426952,+
YKL008C,chrXI,427295,428551,-
YKL007W,chrXI,429302,430108,+
YKL006C-A,chrXI,430198,430632,-
YKL006W,chrXI,431906,432720,+
YKL005C,chrXI,433093,434877,-
YKL004W,chrXI,435580,436785,+
YKL003C,chrXI,437097,437492,-
YKL002W,chrXI,437778,438544,+
YKL001C,chrXI,438777,439385,-
YKR001C,chrXI,440608,442722,-
YKR002W,chrXI,443232,444938,+
YKR003W,chrXI,445381,446727,+
YKR004C,chrXI,446799,448036,-
YKR005C,chrXI,448521,450167,-
YKR006C,chrXI,450423,451217,-
YKR007W,chrXI,451434,451988,+
YKR008W,chrXI,452201,454078,+
YKR009C,chrXI,454352,457054,-
YKR010C,chrXI,458924,461239,-
YKR011C,chrXI,461635,462696,-
YKR012C,chrXI,463739,464116,-
YKR013W,chrXI,463959,464948,+
YKR014C,chrXI,465367,466071,-
YKR015C,chrXI,466961,468667,-
YKR016W,chrXI,469717,471339,+
YKR017C,chrXI,471694,473349,-
YKR018C,chrXI,473723,475900,-
YKR019C,chrXI,476216,478063,-
YKR020W,chrXI,478338,478832,+
YKR021W,chrXI,479234,481981,+
YKR022C,chrXI,482171,483139,-
YKR023W,chrXI,483419,485011,+
YKR024C,chrXI,485144,487372,-
YKR025W,chrXI,487770,488618,+
YKR026C,chrXI,488738,489655,-
YKR027W,chrXI,491364,493661,+
YKR028W,chrXI,494257,497358,+
YKR029C,chrXI,497578,499833,-
YKR030W,chrXI,500282,501103,+
YKR031C,chrXI,501344,506395,-
YKR032W,chrXI,506517,506831,+
YKR033C,chrXI,506879,507304,-
YKR034W,chrXI,506898,507707,+
YKR035C,chrXI,507920,508561,-
YKR035W-A,chrXI,507939,508553,+
YKR036C,chrXI,508702,510633,-
YKR037C,chrXI,510910,511797,-
YKR038C,chrXI,511999,513159,-
YKR039W,chrXI,515063,516871,+
YKR040C,chrXI,518063,518566,-
YKR041W,chrXI,518198,518950,+
YKR042W,chrXI,519527,520624,+
YKR043C,chrXI,520897,521712,-
YKR044W,chrXI,522015,523346,+
YKR045C,chrXI,523418,523969,-
YKR046C,chrXI,524223,525074,-
YKR047W,chrXI,525257,525562,+
YKR048C,chrXI,525387,526640,-
YKR049C,chrXI,526830,527231,-
YKR050W,chrXI,527815,530484,+
YKR051W,chrXI,530946,532202,+
YKR052C,chrXI,532550,533464,-
YKR053C,chrXI,534067,535281,-
YKR054C,chrXI,535647,547925,-
YKR055W,chrXI,548216,549091,+
YKR056W,chrXI,549448,551367,+
YKR057W,chrXI,551657,552242,+
YKR058W,chrXI,552770,554620,+
YKR059W,chrXI,554987,556174,+
YKR060W,chrXI,556518,557342,+
YKR061W,chrXI,557677,558954,+
YKR062W,chrXI,559666,560652,+
YKR063C,chrXI,560789,562297,-
YKR064W,chrXI,562547,565138,+
YKR065C,chrXI,565299,565892,-
YKR066C,chrXI,566113,567198,-
YKR067W,chrXI,567918,570149,+
YKR068C,chrXI,570328,570909,-
YKR069W,chrXI,571612,573393,+
YKR070W,chrXI,573574,574632,+
YKR071C,chrXI,574934,575980,-
YKR072C,chrXI,576435,578123,-
YKR073C,chrXI,578187,578507,-
YKR074W,chrXI,579209,579676,+
YKR075C,chrXI,579827,580750,-
YKR075W-A,chrXI,580212,580481,+
YKR076W,chrXI,582283,583395,+
YKR077W,chrXI,583653,584744,+
YKR078W,chrXI,584952,586709,+
YKR079C,chrXI,586789,589305,-
YKR080W,chrXI,590395,591357,+
YKR081C,chrXI,591506,592540,-
YKR082W,chrXI,592825,596298,+
YKR083C,chrXI,596421,596822,-
YKR084C,chrXI,597055,598890,-
YKR085C,chrXI,599094,599681,-
YKR086W,chrXI,599857,603072,+
YKR087C,chrXI,603195,604232,-
YKR088C,chrXI,604405,605418,-
YKR089C,chrXI,605633,608365,-
YKR090W,chrXI,608946,611066,+
YKR091W,chrXI,611525,612265,+
YKR092C,chrXI,612665,613885,-
YKR093W,chrXI,615730,617535,+
YKR094C,chrXI,617996,618750,-
YKR095W,chrXI,619805,625432,+
YKR095W-A,chrXI,625864,626205,+
YKR096W,chrXI,626793,630380,+
YKR097W,chrXI,631152,632801,+
YKR098C,chrXI,633026,635179,-
YKR099W,chrXI,635851,638286,+
YKR100C,chrXI,638901,639968,-
YKR101W,chrXI,640540,642504,+
YKR102W,chrXI,646356,649865,+
YKR103W,chrXI,653080,656736,+
YKR104W,chrXI,656836,657756,+
YKR105C,chrXI,658716,660464,-
YKR106W,chrXI,661442,663289,+
YLL067C,chrXII,585,4301,-
YLL067W-A,chrXII,843,1325,+
YLL066W-B,chrXII,5605,5775,+
YLL066C,chrXII,6120,9836,-
YLL066W-A,chrXII,6486,6968,+
YLL065W,chrXII,11726,12076,+
YLL064C,chrXII,13083,13445,-
YLL063C,chrXII,14648,16072,-
YLL062C,chrXII,16639,17613,-
YLL061W,chrXII,17956,19707,+
YLL060C,chrXII,21138,21839,-
YLL059C,chrXII,22474,22980,-
YLL058W,chrXII,23569,25296,+
YLL057C,chrXII,25756,26994,-
YLL056C,chrXII,27409,28305,-
YLL055W,chrXII,30109,31704,+
YLL054C,chrXII,32673,35204,-
YLL053C,chrXII,35503,35961,-
YLL052C,chrXII,35912,36361,-
YLL051C,chrXII,37333,39471,-
YLL050C,chrXII,39804,40414,-
YLL049W,chrXII,40666,41205,+
YLL048C,chrXII,41280,46265,-
YLL047W,chrXII,46672,47055,+
YLL046C,chrXII,46714,47463,-
YLL045C,chrXII,47859,48629,-
YLL044W,chrXII,48216,48662,+
YLL043W,chrXII,49938,51947,+
YLL042C,chrXII,52087,52590,-
YLL041C,chrXII,53131,53931,-
YLL040C,chrXII,54211,63645,-
YLL039C,chrXII,64062,65207,-
YLL038C,chrXII,65775,66518,-
YLL037W,chrXII,66562,66942,+
YLL036C,chrXII,66745,68256,-
YLL035W,chrXII,68580,70478,+
YLL034C,chrXII,70633,73146,-
YLL033W,chrXII,73409,74101,+
YLL032C,chrXII,74270,76747,-
YLL031C,chrXII,77152,80205,-
YLL030C,chrXII,80356,80697,-
YLL029W,chrXII,81461,83710,+
YLL028W,chrXII,84804,86564,+
YLL027W,chrXII,87403,88155,+
YLL026W,chrXII,88623,91349,+
YLL025W,chrXII,94747,95121,+
YLL024C,chrXII,95566,97485,-
YLL023C,chrXII,97997,98836,-
YLL022C,chrXII,99044,100201,-
YLL021W,chrXII,100947,105347,+
YLL020C,chrXII,105556,105861,-
YLL019C,chrXII,105686,107899,-
YLL019W-A,chrXII,106908,107000,+
YLL018C-A,chrXII,108676,108972,-
YLL018C,chrXII,109902,111575,-
YLL015W,chrXII,116432,121111,+
YLL014W,chrXII,121322,121648,+
YLL013C,chrXII,122075,124714,-
YLL012W,chrXII,125534,127255,+
YLL011W,chrXII,127523,128992,+
YLL010C,chrXII,129330,130613,-
YLL009C,chrXII,131205,131414,-
YLL008W,chrXII,131729,133987,+
YLL007C,chrXII,134302,136299,-
YLL006W-A,chrXII,136345,136521,+
