gene,domain_start,domain_end
YGR027C,4,104
YGR027W-A,17,114
YGR027W-B,1280,1480
YGR027W-B,663,781
YGR027W-B,17,114
YGR028W,129,256
YGR029W,92,184
YGR030C,49,118
YGR031W,75,326
YGR032W,827,1649
YGR032W,320,427
YGR033C,67,219
YGR034W,9,122
YGR034W,53,83
YGR036C,61,182
YGR037C,4,82
YGR038C-A,17,114
YGR038C-B,17,114
YGR038C-B,1280,1480
YGR038C-B,663,781
YGR038W,74,209
YGR040W,13,313
YGR042W,5,94
YGR043C,26,327
YGR046W,114,325
YGR046W,341,379
YGR047C,508,535
YGR047C,132,178
YGR047C,960,991
YGR048W,21,199
YGR052W,2,232
YGR053C,25,268
YGR054W,228,427
YGR055W,61,497
YGR056W,368,485
YGR056W,258,323
YGR056W,31,98
YGR057C,69,234
YGR059W,106,369
YGR060W,147,282
YGR061C,472,628
YGR061C,1090,1357
YGR061C,880,995
YGR062C,148,309
YGR063C,4,79
YGR065C,138,495
YGR066C,78,276
YGR068C,332,474
YGR070W,686,816
YGR070W,278,345
YGR070W,469,648
YGR070W,849,1132
YGR071C,88,132
YGR072W,84,264
YGR074W,5,97
YGR075C,15,213
YGR078C,48,179
YGR080W,187,295
YGR080W,28,106
YGR081C,48,206
YGR082W,16,147
YGR083C,285,637
YGR085C,7,60
YGR085C,64,140
YGR086C,1,264
YGR087C,201,320
YGR087C,5,176
YGR087C,407,509
YGR088W,481,539
YGR088W,18,417
YGR090W,188,1235
YGR091W,105,342
YGR091W,351,455
YGR092W,178,477
YGR093W,420,502
YGR093W,257,381
YGR094W,157,780
YGR094W,825,972
YGR095C,3,125
YGR095C,131,200
YGR096W,14,104
YGR096W,215,312
YGR096W,114,195
YGR098C,1177,1571
YGR099W,435,546
YGR100W,29,159
YGR100W,248,452
YGR101W,185,330
YGR103W,5,270
YGR103W,358,448
YGR104C,3,299
YGR105W,9,61
YGR108W,212,336
YGR108W,340,451
YGR109C,254,369
YGR109C,124,251
YGR109W-A,70,157
YGR109W-B,286,462
YGR109W-B,1172,1280
YGR109W-B,639,797
YGR110W,142,430
YGR112W,80,353
YGR113W,63,118
YGR116W,38,128
YGR116W,1014,1129
YGR116W,1225,1436
YGR116W,338,445
YGR116W,897,1000
YGR116W,744,895
YGR118W,11,144
YGR119C,327,463
YGR119C,10,80
YGR119C,119,193
YGR120C,41,159
YGR121C,20,424
YGR123C,122,233
YGR123C,243,435
YGR124W,212,385
YGR124W,47,166
YGR125W,206,606
YGR125W,658,777
YGR127W,1,288
YGR128C,1,713
YGR129W,60,209
YGR131W,6,138
YGR132C,32,210
YGR133W,50,172
YGR135W,6,27
YGR135W,30,216
YGR136W,60,104
YGR138C,177,558
YGR140W,843,922
YGR140W,185,496
YGR141W,201,323
YGR143W,250,763
YGR144W,49,306
YGR145W,479,507
YGR146C,1,63
YGR147C,92,222
YGR148C,1,66
YGR149W,112,222
YGR150C,355,403
YGR152C,5,166
YGR154C,31,166
YGR154C,253,306
YGR155W,461,507
YGR155W,17,319
YGR155W,369,423
YGR156W,175,255
YGR156W,389,413
YGR157W,471,578
YGR157W,219,321
YGR158C,44,186
YGR159C,269,339
YGR159C,170,239
YGR161C-D,1280,1480
YGR161C-D,663,781
YGR161C-D,17,114
YGR162W,607,850
YGR162W,401,469
YGR163W,12,235
YGR165W,134,302
YGR166W,257,558
YGR167W,1,233
YGR169C,128,292
YGR170W,499,601
YGR170W,18,86
YGR170W,871,1079
YGR171C,17,403
YGR172C,99,231
YGR173W,295,366
YGR173W,65,176
YGR173W,185,293
YGR174C,26,153
YGR175C,201,473
YGR177C,23,529
YGR178C,226,297
YGR178C,50,131
YGR180C,34,300
YGR181W,35,93
YGR183C,5,55
YGR184C,122,191
YGR185C,37,335
YGR186W,318,428
YGR187C,99,300
YGR187C,306,358
YGR188C,291,354
YGR188C,708,930
YGR188C,39,169
YGR189C,73,234
YGR191W,94,559
YGR192C,2,102
YGR192C,155,312
YGR193C,172,207
YGR193C,34,107
YGR194C,22,122
YGR194C,315,546
YGR194C,150,303
YGR195W,21,152
YGR195W,157,217
YGR197C,112,497
YGR199W,360,532
YGR199W,71,314
YGR199W,558,755
YGR200C,553,580
YGR200C,605,633
YGR200C,382,411
YGR200C,54,87
YGR200C,195,233
YGR201C,16,75
YGR201C,121,203
YGR202C,107,234
YGR203W,15,130
YGR204W,5,122
YGR204W,322,946
YGR204W,126,299
YGR206W,9,98
YGR207C,32,216
YGR208W,92,267
YGR209C,7,101
YGR210C,226,338
YGR210C,7,140
YGR211W,52,210
YGR211W,294,452
YGR212W,4,453
YGR213C,72,276
YGR214W,116,181
YGR214W,17,112
YGR215W,6,93
YGR216C,279,469
YGR217W,772,1004
YGR217W,1211,1480
YGR217W,486,721
YGR217W,1530,1776
YGR218W,720,1043
YGR218W,111,256
YGR218W,34,100
YGR220C,158,266
YGR221C,33,66
YGR224W,73,346
YGR225W,385,418
YGR227W,66,458
YGR229C,115,286
YGR230W,89,122
YGR231C,61,230
YGR232W,139,204
YGR232W,69,137
YGR233C,1,40
YGR233C,561,647
YGR233C,410,484
YGR233C,104,165
YGR234W,7,102
YGR234W,277,370
YGR234W,153,261
YGR235C,61,183
YGR238C,259,304
YGR238C,97,148
YGR238C,194,237
YGR240C,207,513
YGR240C,595,885
YGR241C,5,265
YGR243W,10,116
YGR244C,33,239
YGR244C,302,422
YGR245C,93,144
YGR245C,459,765
YGR246C,463,595
YGR246C,3,45
YGR246C,182,255
YGR246C,89,157
YGR247W,1,239
YGR248W,9,241
YGR249W,6,116
YGR250C,595,626
YGR250C,542,579
YGR250C,197,266
YGR251W,1,149
YGR252W,151,226
YGR252W,337,418
YGR253C,31,220
YGR253C,8,30
YGR254W,145,432
YGR254W,3,134
YGR255C,193,404
YGR256W,8,175
YGR256W,181,478
YGR257C,156,251
YGR257C,13,148
YGR257C,265,362
YGR258C,781,864
YGR258C,1,97
YGR260W,98,459
YGR261C,40,621
YGR262C,68,209
YGR263C,50,421
YGR264C,198,589
YGR264C,11,132
YGR267C,62,238
YGR270W,772,874
YGR270W,450,585
YGR271C-A,29,141
YGR271W,530,672
YGR271W,1631,1937
YGR271W,796,1099
YGR271W,290,469
YGR271W,1142,1307
YGR271W,1422,1507
YGR273C,33,111
YGR274C,1037,1061
YGR274C,439,883
YGR275W,5,140
YGR276C,227,372
YGR277C,147,288
YGR278W,291,398
YGR279C,255,384
YGR280C,25,70
YGR281W,208,478
YGR281W,1230,1395
YGR281W,899,1159
YGR281W,605,735
YGR282C,27,310
YGR283C,40,335
YGR284C,49,310
YGR285C,341,428
YGR285C,97,165
YGR286C,268,365
YGR286C,97,250
YGR287C,37,400
YGR288W,94,248
YGR288W,11,47
YGR289C,111,567
YGR292W,36,397
YGR294W,22,114
YGR295C,259,353
YGR295C,68,167
YGR296W,1094,1197
YGR296W,866,1025
YGR296W,36,152
YHL001W,54,128
YHL002W,223,267
YHL002W,3,140
YHL003C,173,377
YHL003C,110,167
YHL004W,188,383
YHL007C,620,871
YHL007C,337,394
YHL008C,12,258
YHL009C,147,203
YHL009W-B,621,738
YHL009W-B,1321,1544
YHL010C,110,207
YHL010C,239,280
YHL010C,301,360
YHL011C,7,123
YHL011C,203,316
YHL012W,48,455
YHL013C,173,301
YHL014C,20,131
YHL014C,313,398
YHL015W,23,116
YHL016C,48,465
YHL017W,151,444
YHL018W,13,113
YHL019C,258,604
YHL020C,131,361
YHL021C,161,444
YHL022C,106,168
YHL023C,399,966
YHL024W,348,414
YHL024W,114,166
YHL026C,168,263
YHL030W,14,538
YHL031C,136,201
YHL032C,142,393
YHL032C,402,625
YHL033C,120,207
YHL034C,39,113
YHL035C,687,835
YHL035C,338,619
YHL035C,1341,1503
YHL035C,983,1266
YHL036W,65,500
YHL039W,50,281
YHL042W,24,121
YHL043W,98,169
YHL044W,76,171
YHL046C,22,114
YHL047C,77,500
YHL048W,68,167
YHL048W,256,353
YHL049C,3,88
YHL050C,6,162
YHR001W,53,393
YHR001W-A,15,76
YHR002W,33,124
YHR002W,262,352
YHR002W,131,233
YHR003C,58,331
YHR004C,252,431
YHR005C,21,461
YHR005C-A,20,81
YHR007C,57,520
YHR008C,125,227
YHR008C,29,115
YHR009C,23,497
YHR010W,52,136
YHR011W,243,421
YHR012W,1,160
YHR013C,89,166
YHR015W,113,183
YHR015W,315,382
YHR015W,205,267
YHR016C,415,462
YHR016C,89,212
YHR017W,106,357
YHR018C,11,307
YHR018C,370,438
YHR019C,233,547
YHR019C,132,210
YHR020W,283,456
YHR020W,602,688
YHR020W,475,575
YHR021C,28,82
YHR022C,112,246
YHR023W,77,779
YHR024C,182,374
YHR024C,30,175
YHR025W,96,157
YHR026W,62,120
YHR026W,147,205
YHR027C,811,840
YHR027C,488,520
YHR028C,612,813
YHR028C,148,508
YHR029C,10,290
YHR030C,23,318
YHR031C,232,430
YHR032W,174,335
YHR032W,406,544
YHR033W,6,237
YHR033W,316,403
YHR034C,12,269
YHR035W,178,331
YHR036W,296,427
YHR037W,74,556
YHR038W,67,228
YHR039C,104,587
YHR039C-A,2,105
YHR040W,2,31
YHR041C,4,208
YHR042W,538,655
YHR042W,262,480
YHR042W,63,199
YHR043C,9,200
YHR044C,9,200
YHR046C,5,287
YHR047C,517,832
YHR047C,6,389
YHR048W,85,464
YHR049W,2,229
YHR050W,79,463
YHR051W,46,144
YHR052W,55,287
YHR053C,9,47
YHR056C,14,46
YHR057C,40,197
YHR058C,9,195
YHR059W,43,96
YHR062C,3,226
YHR063C,221,360
YHR063C,9,172
YHR064C,5,457
YHR065C,308,416
YHR065C,105,273
YHR066W,37,341
YHR068W,47,375
YHR069C,197,238
YHR069C,54,91
YHR070W,177,436
YHR071W,73,178
YHR072W,93,336
YHR072W,389,723
YHR072W-A,3,52
YHR073W,226,311
YHR073W,642,982
YHR074W,343,605
YHR074W,7,282
YHR075C,114,365
YHR076W,100,343
YHR077C,374,557
YHR077C,964,1085
YHR077C,35,241
YHR077C,579,817
YHR078W,183,262
YHR078W,310,542
YHR079C,894,980
YHR079C,676,866
YHR079C,986,1112
YHR079C-A,12,90
YHR080C,549,657
YHR080C,974,1119
YHR080C,764,910
YHR081W,12,89
YHR082C,124,335
YHR083W,5,133
YHR084W,58,167
YHR085W,127,217
YHR086W,165,236
YHR086W,315,378
YHR087W,4,96
YHR088W,109,268
YHR089C,25,137
YHR090C,6,110
YHR091C,525,643
YHR091C,74,150
YHR091C,159,511
YHR092C,74,534
YHR094C,68,528
YHR096C,89,549
YHR097C,131,271
YHR098C,217,252
YHR098C,537,619
YHR098C,771,835
YHR098C,633,734
YHR098C,296,531
YHR099W,3403,3676
YHR099W,2757,3106
YHR100C,3,166
YHR102W,24,276
YHR103W,14,852
YHR104W,23,307
YHR105W,79,210
YHR106W,27,327
YHR107C,32,319
YHR108W,23,165
YHR108W,473,583
YHR108W,248,322
YHR110W,21,206
YHR111W,47,288
YHR111W,344,430
YHR112C,6,372
YHR113W,25,478
YHR114W,584,631
YHR114W,499,547
YHR114W,15,105
YHR115C,326,354
YHR115C,211,273
YHR116W,104,138
YHR117W,129,159
YHR117W,414,445
YHR117W,541,588
YHR117W,164,194
YHR117W,380,410
YHR118C,22,416
YHR119W,758,932
YHR119W,950,1054
YHR119W,422,484
YHR120W,220,340
YHR120W,369,713
YHR120W,767,958
YHR120W,81,194
YHR121W,83,170
YHR122W,107,187
YHR123W,46,121
YHR124W,105,333
YHR126C,101,116
YHR128W,13,214
YHR129C,12,377
YHR132C,127,416
YHR132W-A,26,109
YHR133C,105,259
YHR134W,27,220
YHR135C,69,285
YHR137W,100,497
YHR140W,13,221
YHR141C,19,94
YHR142W,3,302
YHR143W-A,29,60
YHR144C,162,278
YHR146W,9,91
YHR147C,50,117
YHR147C,125,199
YHR148W,109,155
YHR148W,4,63
YHR149C,63,100
YHR150W,202,568
YHR152W,117,152
YHR154W,380,434
YHR154W,262,351
YHR154W,118,212
YHR154W,827,917
YHR154W,948,1060
YHR155W,312,419
YHR155W,778,943
YHR156C,285,340
YHR158C,122,159
YHR158C,234,277
YHR158C,356,406
YHR159W,2,451
YHR161C,4,269
YHR162W,10,115
YHR163W,10,234
YHR164C,446,662
YHR164C,1229,1442
YHR164C,1155,1221
YHR164C,1052,1138
YHR165C,1832,2060
YHR165C,472,874
YHR165C,1514,1671
YHR165C,131,282
YHR165C,1283,1415
YHR165C,1059,1149
YHR165C,2289,2410
YHR166C,13,144
YHR166C,217,243
YHR166C,398,429
YHR166C,438,477
YHR166C,500,529
YHR166C,537,565
YHR167W,115,243
YHR168W,342,461
YHR168W,92,184
YHR168W,286,337
YHR169W,240,349
YHR169W,26,197
YHR170W,19,248
YHR171W,8,291
YHR171W,318,570
YHR172W,62,667
YHR174W,145,432
YHR174W,3,134
YHR175W,61,171
YHR176W,240,279
YHR176W,6,219
YHR177W,9,87
YHR178W,21,56
YHR178W,304,521
YHR179W,16,368
YHR181W,2,206
YHR182W,578,646
YHR183W,178,475
YHR183W,5,172
YHR186C,81,232
YHR186C,784,811
YHR187W,11,292
YHR188C,35,590
YHR189W,9,187
YHR190W,49,325
YHR191C,25,132
YHR192W,195,250
YHR193C,17,71
YHR194W,74,575
YHR197W,9,200
YHR198C,113,312
YHR199C,97,303
YHR200W,6,114
YHR201C,245,391
YHR201C,31,199
YHR203C,95,169
YHR203C,178,211
YHR203C,3,39
YHR203C,43,90
YHR203C,212,259
YHR204W,43,501
YHR205W,412,671
YHR205W,694,738
YHR205W,183,211
YHR205W,321,378
YHR206W,379,488
YHR206W,87,188
YHR207C,124,402
YHR208W,92,344
YHR209W,43,140
YHR210C,12,338
YHR211W,547,585
YHR211W,112,247
YHR211W,782,825
YHR211W,854,897
YHR211W,905,948
YHR211W,367,405
YHR211W,277,315
YHR211W,457,495
YHR211W,592,630
YHR211W,502,540
YHR211W,322,360
YHR211W,412,450
YHR213W,138,171
YHR213W,1,109
YHR214C-B,1318,1518
YHR214C-B,17,114
YHR214C-B,701,819
YHR214C-C,17,114
YHR215W,65,399
YHR216W,124,170
YHR216W,180,232
YHR216W,36,512
YHR218W,316,475
YIL001W,19,62
YIL001W,266,389
YIL001W,123,207
YIL002C,532,813
YIL002C,71,367
YIL003W,16,271
YIL005W,37,138
YIL006W,175,264
YIL006W,80,168
YIL006W,276,366
YIL007C,105,189
YIL008W,3,99
YIL009C-A,20,144
YIL009W,86,556
YIL010W,65,185
YIL011W,20,115
YIL013C,587,658
YIL013C,50,199
YIL013C,1072,1282
YIL013C,365,575
YIL013C,777,906
YIL014W,234,514
YIL015W,45,395
YIL016W,74,157
YIL020C,5,240
YIL021W,20,254
YIL021W,49,170
YIL022W,271,422
YIL023C,162,343
YIL024C,17,96
YIL026C,217,343
YIL027C,9,127
YIL029C,1,121
YIL030C,39,93
YIL031W,456,674
YIL033C,203,282
YIL033C,322,401
YIL033C,8,45
YIL034C,6,256
YIL035C,128,363
YIL036W,425,483
YIL038C,690,784
YIL038C,3,232
YIL039W,81,382
YIL040W,38,83
YIL041W,28,297
YIL042C,83,211
YIL042C,261,383
YIL043C,151,260
YIL043C,43,141
YIL044C,9,123
YIL045W,388,507
YIL046W,185,228
YIL046W,542,578
YIL046W,295,328
YIL046W,415,449
YIL046W,332,368
YIL046W,372,407
YIL047C,437,789
YIL047C,76,303
YIL047C,1,72
YIL048W,909,1139
YIL048W,257,475
YIL048W,167,215
YIL048W,576,670
YIL049W,150,252
YIL050W,108,264
YIL051C,28,142
YIL052C,1,94
YIL053W,16,196
YIL056W,17,106
YIL057C,23,159
YIL061C,6,97
YIL061C,109,166
YIL062C,4,154
YIL063C,204,325
YIL064W,92,241
YIL065C,40,71
YIL065C,77,129
YIL066C,1,89
YIL066C,142,212
YIL066C,216,742
YIL067C,177,282
YIL068C,178,797
YIL070C,57,265
YIL072W,22,244
YIL073C,196,476
YIL074C,61,381
YIL074C,165,349
YIL075C,569,660
YIL075C,403,434
YIL075C,480,511
YIL075C,445,478
YIL076W,4,292
YIL077C,33,202
YIL078W,404,616
YIL078W,257,305
YIL078W,629,722
YIL078W,76,133
YIL079C,74,91
YIL079C,113,129
YIL079C,175,189
YIL082W,70,157
YIL082W-A,665,823
YIL082W-A,286,462
YIL082W-A,1198,1306
YIL083C,73,129
YIL083C,206,316
YIL084C,21,309
YIL085C,353,427
YIL085C,81,268
YIL087C,25,152
YIL088C,4,477
YIL089W,28,189
YIL090W,13,487
YIL091C,249,720
YIL093C,1,233
YIL094C,25,367
YIL095W,27,293
YIL096C,75,292
YIL097W,189,393
YIL098C,7,152
YIL099W,98,534
YIL102C-A,5,73
YIL103W,99,403
YIL104C,269,464
YIL105C,470,578
YIL106W,134,304
YIL107C,466,610
YIL107C,174,395
YIL108W,7,430
YIL109C,228,264
YIL109C,782,855
YIL109C,301,548
YIL109C,647,749
YIL109C,554,636
YIL111W,21,147
YIL112W,401,437
YIL112W,568,635
YIL112W,329,393
YIL113W,68,191
YIL114C,6,274
YIL115C,24,380
YIL116W,30,374
YIL118W,18,210
YIL120W,76,369
YIL121W,68,367
YIL123W,221,463
YIL124W,10,198
YIL125W,253,571
YIL125W,42,80
YIL125W,860,1011
YIL125W,645,857
YIL126W,1263,1345
YIL126W,314,382
YIL126W,1001,1069
YIL126W,792,905
YIL126W,482,768
YIL127C,6,202
YIL128W,551,959
YIL128W,46,313
YIL129C,1406,1634
YIL129C,348,887
YIL129C,1701,1856
YIL129C,936,1312
YIL129C,1903,2153
YIL130W,19,55
YIL130W,251,504
YIL131C,303,387
YIL131C,76,162
YIL132C,9,208
YIL133C,8,116
YIL134W,232,310
YIL134W,5,105
YIL134W,126,210
YIL137C,8,426
YIL137C,565,929
YIL138C,7,149
YIL139C,10,121
YIL140W,496,533
YIL140W,189,229
YIL142W,31,518
YIL143C,361,517
YIL143C,543,777
YIL143C,133,256
YIL144W,97,241
YIL145C,2,307
YIL147C,853,927
YIL147C,567,627
YIL147C,1090,1206
YIL148W,3,74
YIL148W,78,127
YIL149C,1174,1326
YIL150C,301,347
YIL151C,949,1097
YIL153W,16,314
YIL155C,488,633
YIL155C,69,466
YIL156W,323,443
YIL156W,609,1066
YIL156W-B,4,72
YIL157C,75,189
YIL159W,870,1265
YIL160C,298,414
YIL160C,36,289
YIL162W,416,492
YIL162W,32,336
YIL164C,6,191
YIL165C,2,89
YIL166C,90,465
YIL169C,312,601
YIL170W,1,416
YIL171W,64,102
YIL172C,37,400
YIL173W,738,1184
YIL173W,55,533
YIL173W,539,692
YIL173W,1186,1354
YIL176C,22,114
YIL177C,3,88
YIL177C,901,1004
YIR001C,66,134
YIR002C,516,611
YIR002C,88,244
YIR003W,156,539
YIR004W,6,68
YIR004W,205,422
YIR005W,33,103
YIR006C,423,482
YIR006C,595,690
YIR006C,269,347
YIR006C,386,453
YIR007W,69,268
YIR008C,110,343
YIR009W,28,107
YIR010W,224,572
YIR011C,36,274
YIR013C,53,86
YIR015W,36,98
YIR017C,105,157
YIR019C,43,193
YIR021W,11,356
YIR022W,40,92
YIR023W,321,596
YIR023W,149,182
YIR025W,8,140
YIR026C,31,169
YIR027C,61,439
YIR028W,105,564
YIR029W,31,182
YIR029W,204,342
YIR031C,23,542
YIR032C,3,187
YIR033W,530,600
YIR033W,703,779
YIR034C,8,142
YIR035C,3,192
YIR036C,3,201
YIR037W,4,111
YIR038C,116,217
YIR038C,4,83
YIR039C,67,428
YIR041W,26,117
YIR042C,36,174
YJL001W,16,196
YJL002C,31,467
YJL003W,35,111
YJL004C,20,163
YJL005W,933,989
YJL005W,1662,1841
YJL005W,1211,1269
YJL005W,1041,1099
YJL005W,1374,1617
YJL005W,368,418
YJL005W,865,921
YJL006C,17,144
YJL008C,38,549
YJL010C,371,406
YJL010C,188,214
YJL010C,551,582
YJL010C,130,161
YJL011C,10,160
YJL012C,622,682
YJL012C,195,466
YJL013C,330,399
YJL013C,59,189
YJL014W,31,528
YJL020C,11,60
YJL024C,1,159
YJL025W,5,37
YJL026W,85,353
YJL029C,6,368
YJL029C,575,779
YJL030W,10,174
YJL031C,167,193
YJL031C,127,153
YJL031C,88,115
YJL031C,49,73
YJL033W,65,234
YJL033W,277,388
YJL033W,429,489
YJL034W,52,654
YJL035C,3,106
YJL036W,26,152
YJL039C,3,1677
YJL041W,621,730
YJL044C,124,329
YJL045W,48,444
YJL045W,499,634
YJL047C,539,733
YJL048C,187,265
YJL049W,247,398
YJL050W,899,1067
YJL050W,441,548
YJL050W,152,299
YJL050W,602,871
YJL052W,2,102
YJL052W,155,312
YJL053W,5,363
YJL054W,20,466
YJL055W,63,219
YJL056C,825,846
YJL056C,768,792
YJL057C,174,522
YJL058C,319,480
YJL059W,11,395
YJL060W,55,437
YJL062W,190,265
YJL063C,19,127
YJL065C,19,70
YJL068C,21,290
YJL069C,247,275
YJL069C,564,590
YJL070C,337,624
YJL070C,723,826
YJL071W,365,563
YJL072C,69,178
YJL073W,538,605
YJL074C,535,651
YJL074C,2,1207
YJL076W,72,142
YJL078C,30,144
YJL079C,167,281
YJL080C,863,930
YJL080C,714,772
YJL080C,638,702
YJL080C,181,250
YJL080C,1166,1217
YJL080C,941,1002
YJL080C,786,852
YJL081C,11,481
YJL082W,39,634
YJL084C,360,526
YJL084C,251,341
YJL085W,237,620
YJL087C,64,292
YJL087C,565,826
YJL087C,393,560
YJL088W,174,324
YJL088W,12,158
YJL089W,44,81
YJL090C,111,206
YJL090C,324,412
YJL090C,1,66
YJL091C,297,450
YJL092W,307,734
YJL092W,15,299
YJL093C,390,461
YJL093C,254,327
YJL094C,32,423
YJL095W,1177,1439
YJL096W,56,157
YJL097W,54,206
YJL098W,259,772
YJL099W,89,415
YJL099W,526,558
YJL100W,170,499
YJL101C,253,644
YJL102W,761,813
YJL102W,372,441
YJL102W,40,325
YJL102W,469,543
YJL103C,18,57
YJL104W,1,128
YJL105W,331,472
YJL105W,163,209
YJL106W,88,386
YJL107C,345,384
YJL108C,1,200
YJL108C,224,368
YJL109C,231,354
YJL109C,1494,1637
YJL110C,131,164
YJL111W,37,527
YJL112W,393,427
YJL112W,494,528
YJL112W,123,171
YJL112W,432,469
YJL112W,596,632
YJL113W,1067,1290
YJL113W,367,483
YJL115W,1,154
YJL116C,83,325
YJL117W,23,303
YJL121C,6,211
YJL122W,9,116
YJL123C,13,478
YJL124C,48,113
YJL125C,72,362
YJL126W,7,292
YJL127C,351,389
YJL127C,154,219
YJL128C,362,623
YJL129C,625,1180
YJL130C,1911,2052
YJL130C,557,760
YJL130C,231,406
YJL130C,2059,2208
YJL130C,1095,1294
YJL130C,1375,1473
YJL130C,23,160
YJL130C,846,968
YJL131C,87,261
YJL132W,31,232
YJL133W,128,213
YJL133W,32,121
YJL133W,217,313
YJL134W,113,235
YJL136C,1,80
YJL137C,8,260
YJL138C,47,209
YJL138C,247,355
YJL139C,68,374
YJL140W,49,217
YJL141C,371,704
YJL143W,15,121
YJL145W,117,251
YJL148W,50,230
YJL149W,51,93
YJL151C,21,70
YJL153C,324,439
YJL153C,66,515
YJL154C,8,829
YJL155C,227,411
YJL155C,3,224
YJL156C,1,693
YJL158C,66,81
YJL159W,73,88
YJL159W,226,243
YJL159W,188,205
YJL159W,264,281
YJL159W,116,133
YJL159W,97,114
YJL159W,164,181
YJL159W,284,299
YJL159W,140,157
YJL159W,207,224
YJL159W,245,262
YJL160C,63,79
YJL160C,82,98
YJL160C,105,121
YJL160C,144,160
YJL162C,13,74
YJL163C,86,508
YJL164C,87,341
YJL165C,598,837
YJL166W,12,88
YJL167W,38,304
YJL168C,627,711
YJL168C,131,237
YJL171C,105,338
YJL171C,27,93
YJL172W,288,443
YJL172W,164,570
YJL173C,1,122
YJL174W,172,272
YJL174W,27,135
YJL176C,308,393
YJL176C,526,568
YJL176C,658,736
YJL177W,20,151
YJL178C,12,267
YJL179W,6,108
YJL180C,53,192
YJL183W,157,409
YJL184W,4,110
YJL186W,150,433
YJL187C,445,790
YJL189W,9,50
YJL190C,7,130
YJL191W,16,134
YJL192C,24,227
YJL193W,15,230
YJL193W,259,386
YJL194W,102,263
YJL194W,418,484
YJL196C,59,300
YJL197W,364,1107
YJL198W,1,174
YJL198W,211,288
YJL198W,450,756
YJL200C,586,713
YJL200C,58,505
YJL201W,21,167
YJL201W,195,332
YJL203W,94,142
YJL203W,12,55
YJL203W,155,271
YJL204C,75,826
YJL205C,7,50
YJL206C,194,446
YJL206C,45,81
YJL208C,56,288
YJL210W,13,206
YJL212C,107,758
YJL213W,4,330
YJL214W,69,530
YJL216C,32,395
YJL217W,14,187
YJL218W,95,113
YJL218W,10,57
YJL218W,130,163
YJL219W,64,526
YJL222W,1186,1354
YJL222W,539,692
YJL222W,55,533
YJL222W,738,1184
YJL225C,901,1004
YJL225C,3,88
YJR001W,207,600
YJR002W,22,574
YJR004C,50,300
YJR005W,14,543
YJR006W,214,446
YJR007W,14,88
YJR007W,126,237
YJR008W,6,333
YJR009C,155,312
YJR009C,2,102
YJR010C-A,16,85
YJR010W,172,386
YJR010W,3,162
YJR013W,127,386
YJR014W,97,167
YJR015W,96,485
YJR016C,55,581
YJR017C,64,168
YJR017C,11,41
YJR019C,201,336
YJR019C,22,116
YJR021C,26,214
YJR022W,4,65
YJR024C,19,218
YJR025C,1,155
YJR026W,17,114
YJR027W,17,114
YJR027W,1280,1480
YJR027W,663,781
YJR028W,17,114
YJR029W,663,781
YJR029W,1280,1480
YJR029W,17,114
YJR031C,332,474
YJR031C,541,748
YJR032W,330,363
YJR032W,9,196
YJR033C,571,1191
YJR034W,3,70
YJR035W,301,632
YJR035W,652,768
YJR036C,571,891
YJR040W,168,547
YJR040W,685,736
YJR040W,588,652
YJR041C,966,1173
YJR042W,89,697
YJR044C,12,130
YJR045C,32,632
YJR046W,481,570
YJR047C,84,151
YJR048W,9,106
YJR049C,130,427
YJR050W,1,231
YJR051W,37,483
YJR054W,14,265
YJR055W,6,34
YJR056C,26,154
YJR057W,10,196
YJR058C,3,146
YJR059W,258,562
YJR060W,223,270
YJR061W,470,720
YJR062C,24,141
YJR063W,7,42
YJR063W,85,122
YJR064W,57,557
YJR065C,6,441
YJR066W,1461,1845
YJR066W,2440,2470
YJR066W,2119,2366
YJR066W,827,986
YJR066W,1952,2049
YJR067C,34,72
YJR068W,265,348
YJR068W,61,188
YJR069C,6,190
YJR070C,69,150
YJR070C,230,307
YJR072C,8,257
YJR073C,100,199
YJR074W,37,177
YJR075W,144,232
YJR076C,19,303
YJR077C,213,298
YJR077C,19,104
YJR077C,119,199
YJR078W,23,443
YJR080C,49,322
YJR082C,14,103
YJR084W,300,415
YJR085C,3,96
YJR086W,28,110
YJR089W,20,83
YJR089W,153,241
YJR091C,363,412
YJR091C,654,687
YJR091C,618,649
YJR091C,691,723
YJR092W,1304,1412
YJR093C,180,220
YJR094W-A,4,88
YJR095W,110,206
YJR095W,213,305
YJR095W,9,103
YJR096W,23,266
YJR097W,8,73
YJR097W,93,164
YJR098C,317,402
YJR099W,9,212
YJR100C,60,310
YJR101W,119,259
YJR102C,7,169
YJR103W,315,556
YJR103W,2,270
YJR104C,12,150
YJR105W,22,335
YJR106W,28,196
YJR106W,531,719
YJR107W,96,262
YJR109C,439,567
YJR109C,984,1071
YJR109C,149,352
YJR109C,694,891
YJR110W,136,571
YJR111C,207,274
YJR112W,50,156
YJR112W-A,21,105
YJR113C,104,241
YJR116W,74,264
YJR117W,226,446
YJR117W,37,223
YJR118C,16,144
YJR119C,5,40
YJR119C,238,283
YJR119C,414,532
YJR121W,46,113
YJR121W,170,388
YJR123W,83,225
YJR124C,19,204
YJR124C,274,440
YJR125C,29,152
YJR126C,724,804
YJR126C,438,609
YJR127C,798,899
YJR129C,131,292
YJR130C,367,633
YJR131W,45,532
YJR132W,24,104
