,median_tAI,median_deltaG,dlogPPR_dtAI,dlogPPR_ddeltaG
YIL157C,0.4132925345325367,-0.26152,1.0479200335999999,-0.4768706370119852
YIL162W,0.4711160934267573,-0.5632699999999999,1.7413958485999999,-0.6097595835915051
YIR004W,0.4296775070036014,-0.4021,1.370998178,-0.5145262530455367
YIR006C,0.3967757634350934,-1.4204499999999998,3.711349780999999,-0.4389121240112629
YIR008C,0.3818044599422041,-0.39318000000000003,1.3504984124000001,-0.40450537374997453
YIR031C,0.424271118691201,-0.5652699999999999,1.7459922086,-0.5021013995537442
YIR034C,0.4120779231676086,-0.363625,1.2825757025,-0.47407924146533476
YIR035C,0.4596235096392239,-0.31869,1.1793069842,-0.5833475573826714
YIR037W,0.4538661717610436,-0.17925,0.858848765,-0.5701161586177952
YIR038C,0.4430444827403678,-0.26568,1.0574804624,-0.5452459693442584
YJL001W,0.4012379659727224,-0.23569,0.9885580441999999,-0.4491670686391911
YJL002C,0.4073235057461976,-0.47239,1.5325372501999999,-0.4631527344357963
YJL005W,0.35194567188351933,-1.9246999999999999,4.870207046,-0.3358845042092664
YJL008C,0.4432105171337894,-0.59933,1.8242682194000002,-0.5456275462665321
YJL010C,0.4234280878618854,-0.61314,1.8560060852,-0.5001639629624278
YJL011C,0.35887481610704464,-0.18527000000000002,0.8726838086,-0.3518089248808878
YJL012C,0.464034158716064,-0.7266900000000001,2.1169644242,-0.593484022878084
YJL014W,0.4466024272036852,-0.55756,1.7282732407999999,-0.5534227661509652
YJL020C,0.38429906753193216,-1.072505,2.9117095409,-0.4102384310205358
YJL026W,0.5532250467085363,-0.42671000000000003,1.4275563878000002,-0.798460737844624
YJL034W,0.5498707269168268,-0.74126,2.1504489068,-0.790751907185713
YJL039C,0.3867558874877011,-1.5574700000000001,4.0262464046,-0.41588464550648496
YJL041W,0.41210970321634016,-0.794605,2.2730453189,-0.4741522777377286
YJL042W,0.38059823708942647,-1.40126,3.6672477067999996,-0.4017332565141781
YJL052W,0.6404417621868206,-0.42178,1.4162263604,-0.9989004490225073
YJL055W,0.41743385056385,-0.2617,1.048333706,-0.4863881266888288
YJL060W,0.42294207004083695,-0.43669,1.4504922242,-0.4990470065264506
YJL063C,0.3390906372489731,-0.270885,1.0694424892999999,-0.3063413207128449
YJL080C,0.5043969812370029,-1.19519,3.1936617542,-0.6862450543392553
YJL081C,0.3795476997586792,-0.48128,1.5529680704,-0.3993189326314013
YJL082W,0.39939210846185713,-0.77952,2.2383772736,-0.4449249558248708
YJL097W,0.4002286175019327,-0.20656,0.9216120608,-0.44684740417059177
YJL104W,0.35806385541408425,-0.18023,0.8611009814,-0.34994519123554013
YJL109C,0.40542943765632655,-1.60495,4.135363991,-0.45879982503301653
YJL111W,0.43736514238508106,-0.59117,1.8055150706,-0.5321938229265455
YJL115W,0.433962365987052,-0.266315,1.0589398067,-0.5243736302641232
YJL117W,0.4136457388657377,-0.31925,1.180593965,-0.47768236414646104
YJL123C,0.4142553017500536,-0.41933,1.4105958194,-0.47908324937593816
YJL124C,0.4071587781823863,-0.22693000000000002,0.9684259874000001,-0.46277416084319656
YJL125C,0.3712936620213537,-0.36613999999999997,1.2883556252,-0.38034966818423466
YJL128C,0.3754229373879019,-0.69211,2.0374933598,-0.3898394862461283
YJL130C,0.4757446956473873,-2.35015,5.847967727,-0.6203969446429125
YJL136C,0.6180859690752676,-0.11012999999999999,0.6999985634,-0.9475228124093984
YJL140W,0.3961221712896614,-0.22127000000000002,0.9554182886,-0.437410051614474
YJL141C,0.3550125059177795,-0.76776,2.2113506768,-0.3429326408501224
YJL145W,0.4431420533634335,-0.274,1.07660132,-0.5454702041987756
YJL154C,0.3685138507313444,-0.8442799999999999,2.3872074104,-0.373961161473761
YJL158C,0.5430397906574359,-0.25756,1.0388192408,-0.775053186093106
YJL164C,0.4130340873290513,-0.43998000000000004,1.4580532364,-0.47627667881787905
YJL167W,0.5247856134279323,-0.35031,1.2519754358,-0.7331018010678054
YJL171C,0.4213146820496187,-0.43371,1.4436436477999999,-0.4953069759927926
YJL172W,0.44695017418528693,-0.59153,1.8063424154,-0.5542219513091426
YJL174W,0.38672190861792616,-0.32091000000000003,1.1844089438,-0.41580655594754556
YJL176C,0.4093504365498408,-0.72785,2.119630313,-0.4678109862701132
YJL183W,0.4058575919132976,-0.45148,1.4844823064000001,-0.45978380058330226
YJL196C,0.3726078386788663,-0.36154000000000003,1.2777839972,-0.38336988269499694
YJL198W,0.4061120753050842,-0.9344,2.5943193919999996,-0.4603686492246384
YJL200C,0.4405588661039957,-0.79611,2.2765040798,-0.5395335749028809
YJL212C,0.40542186080635,-0.82291,2.3380953038,-0.45878241206793746
YJR006W,0.3873259001135497,-0.4507,1.482689726,-0.4171946371229577
YJR007W,0.5119849013669643,-0.30667,1.1516828606,-0.70368346062353
YJR009C,0.654274969575525,-0.37908,1.3180940743999998,-1.0306916495790799
YJR010W,0.4780320042152543,-0.51961,1.6410573098,-0.6256535914474131
YJR016C,0.5004643347711482,-0.67572,1.9998261896,-0.6772071248843572
YJR045C,0.5844087874233646,-0.73902,2.1453009836,-0.8701265870806278
YJR052W,0.36694773481131837,-0.52213,1.6468487234,-0.3703619451886756
YJR059W,0.3983833249551403,-0.80902,2.3061735835999997,-0.44260658974540423
YJR064W,0.4501045312183421,-0.59067,1.8043659806,-0.5614712315553694
YJR065C,0.4198136975275426,-0.48255000000000003,1.555886759,-0.49185744338384785
YJR072C,0.41028915549999423,-0.379015,1.3179446927,-0.4699683313869767
YJR073C,0.3936584911408983,-0.25753,1.0387502953999999,-0.43174807117018965
YJR075W,0.4113740382712098,-0.42685,1.4278781329999999,-0.4724615872741289
YJR077C,0.5047956078189914,-0.40304999999999996,1.3731814489999998,-0.6871611699774496
YJR080C,0.3770070444220682,-0.40095,1.368355271,-0.39348004934990877
YJR085C,0.3799242423650415,-0.13519,0.7575909542,-0.4001842953184911
YJR088C,0.4095218995119029,-0.29113,1.1159691434,-0.4682050390202649
YJR096W,0.4342541197295945,-0.30954,1.1582786372,-0.5250441328801594
YJR101W,0.3453671940493963,-0.3165,1.17427397,-0.3207659780204416
YJR103W,0.3939555412812046,-0.68245,2.015292941,-0.43243074586163877
YJR104C,0.513203026637987,-0.18594999999999998,0.874246571,-0.706482931758889
YJR105W,0.5113183414749721,-0.38539999999999996,1.332618572,-0.7021515860109515
YJR106W,0.3337625452095454,-0.7205349999999999,2.1028191262999996,-0.29409640614967303
YJR109C,0.44832878260051723,-1.13413,3.0533348834,-0.5573902415968566
YJR117W,0.4372533785831655,-0.402845,1.3727103221,-0.5319369695922593
YJR123W,0.6556517264880014,-0.24431,1.0083683558,-1.033855684780195
YJR125C,0.42434534001925595,-0.40801,1.3845804218,-0.5022719735254536
YJR132W,0.39621376826947763,-1.033855,2.8228848838999996,-0.4376205579615481
YJR133W,0.4791489096653248,-0.24799000000000002,1.0168256582,-0.6282204412146561
YJR137C,0.45819324171558384,-1.43852,3.7528778935999996,-0.5800605442459204
YJR139C,0.5483752123119815,-0.38814,1.3389155851999999,-0.7873149454311497
YJR143C,0.4261594327016265,-0.814775,2.3193996095,-0.5064410850462239
YJR144W,0.4093493928574922,-0.28992,1.1131883456,-0.46780858767723144
YKL001C,0.4660683763956639,-0.20622,0.9208306796,-0.5981590212649868
YKL007W,0.4223409906441628,-0.26986,1.0670868547999999,-0.4976656178786021
YKL009W,0.4880911363634556,-0.22446000000000002,0.9627494828000001,-0.6487712877677663
YKL013C,0.3979880679765482,-0.2093,0.927909074,-0.44169821806234344
YKL016C,0.4559167193505234,-0.17491,0.8488746638,-0.5748286860769858
YKL024C,0.4552163192946575,-0.28906,1.1112119108,-0.573219040676596
YKL029C,0.4385172997239942,-0.71764,2.0961658952,-0.5348416878796891
YKL033W-A,0.4091120528293843,-0.281,1.0926885800000001,-0.46726313757143434
YKL034W,0.34009513124358204,-0.716185,2.0928220433,-0.30864982872137536
YKL035W,0.4944793309812104,-0.5500900000000001,1.7111058362000002,-0.6634525088743981
YKL039W,0.3983753172407572,-0.60314,1.8330242852,-0.44258818657636334
YKL056C,0.6324920658891381,-0.23405,0.9847890290000001,-0.9806306159850993
YKL057C,0.3717936204876995,-0.8946799999999999,2.5030356823999997,-0.38149866273242117
YKL060C,0.6358388416215652,-0.38319,1.3275395942,-0.9883221090378487
YKL065C,0.4026219705030379,-0.17975,0.859997855,-0.4523477601706716
YKL067W,0.46929440005699563,-0.223275,0.9600261395,-0.6055730043229861
YKL072W,0.3593525315951043,-0.74837,2.1667889666,-0.35290680106123673
YKL073W,0.40411852725646696,-0.83817,2.3731655305999997,-0.4557871169702672
YKL077W,0.4292100068626332,-0.42999,1.4350944181999998,-0.5134518535715664
YKL079W,0.3697776660311378,-0.60963,1.8479394734,-0.3768656365194403
YKL080W,0.4633843370821077,-0.38914,1.3412137652,-0.5919906157953583
YKL081W,0.5764515679184334,-0.4721,1.531870778,-0.8518394643587852
YKL085W,0.502705161588588,-0.46109,1.5065678162,-0.6823569482596612
YKL094W,0.4014862847159804,-0.33005,1.205414309,-0.44973774980857184
YKL100C,0.4107723516096248,-0.5290349999999999,1.6627176563,-0.4710788030222074
YKL103C,0.4237959023281024,-0.57032,1.7575980176000001,-0.5010092668123983
YKL104C,0.4584112960194925,-0.78384,2.2483054112,-0.5805616722860771
YKL110C,0.35137748305240485,-0.36102999999999996,1.2766119254,-0.3345787040013758
YKL113C,0.4167513489206896,-0.42529,1.4242929722,-0.48481961506255045
YKL117W,0.4983889198292994,-0.23721,0.9920512777999999,-0.6724374477732993
YKL120W,0.4269897364469226,-0.36802999999999997,1.2926991853999998,-0.5083492725075885
YKL122C,0.39014055446488205,-0.13384000000000001,0.7544884112000001,-0.42366321946010266
YKL126W,0.410996395091112,-0.69098,2.0348964164,-0.4715936952704918
YKL127W,0.43931174345943824,-0.60456,1.8362877008,-0.5366674625836116
YKL129C,0.39621918058890593,-1.1925749999999997,3.1876520134999993,-0.4376329964458118
YKL142W,0.43582322135145146,-0.25211,1.0262941598,-0.5286502108454787
YKL145W,0.45829638569347664,-0.49302999999999997,1.5799716853999999,-0.5802975876730341
YKL146W,0.3462906467965684,-0.74327,2.1550682485999997,-0.32288823865493754
YKL148C,0.44344650428213783,-0.78299,2.2463519582,-0.5461698872111236
YKL150W,0.4567220967093485,-0.37555,1.309981499,-0.5766795882154905
YKL151C,0.3889840982050424,-0.48915499999999995,1.5710662379,-0.4210054748128642
YKL152C,0.6528089313454143,-0.29528,1.1255065904,-1.0273224298394041
YKL157W,0.44625773550972125,-0.9696,2.6752153279999997,-0.5526306025937311
YKL165C,0.38970831982799053,-0.8264900000000001,2.3463227882,-0.4226698664622912
YKL167C,0.404139716576697,-0.13247,0.7513399046,-0.4558358138422335
YKL172W,0.5053693383850392,-0.36352999999999996,1.2823573754,-0.6884797060897292
YKL181W,0.4799823404808139,-0.5087200000000001,1.6160301296000001,-0.6301358152461969
YKL182W,0.509057460198175,-2.1309849999999995,5.344287107299999,-0.6969556738782419
YKL186C,0.3560547011174689,-0.30239,1.1418466502,-0.3453277930141446
YKL190W,0.4172120037181922,-0.23907,0.9963258926,-0.48587828270507494
YKL193C,0.402620369505533,-0.296295,1.1278392431,-0.4523440807902258
YKL195W,0.4243640111439205,-0.401475,1.3695618155,-0.5023148831307352
YKL196C,0.43590592255641697,-0.2351,0.9872021179999999,-0.5288402731007062
YKL204W,0.38169298566627663,-0.5565599999999999,1.7259750608,-0.40424918579852365
YKL210W,0.44169204143400576,-1.032045,2.8187251781,-0.5421378157828034
YKL211C,0.4114922945049018,-0.55262,1.7169202316,-0.4727333613852752
YKL212W,0.42654097759941484,-0.72176,2.1056343967999998,-0.5073179438994232
YKL213C,0.3685905930152908,-0.714155,2.0881567379,-0.37413752905588094
YKL214C,0.4160571574372116,-0.21625999999999998,0.9439044068,-0.4832242380790509
YKL215C,0.3898394936825137,-1.31779,3.4754186222,-0.4229713275912793
YKR001C,0.460806650118956,-0.67759,2.0041237862,-0.5860666271703823
YKR003W,0.39440635381626743,-0.409755,1.3885907459,-0.43346679421346945
YKR008W,0.4064069284613793,-0.51515,1.630807427,-0.46104627485137273
YKR014C,0.4395133736141009,-0.2605,1.04557589,-0.5371308449724543
YKR016W,0.4074633916921756,-0.49413999999999997,1.5825226652,-0.4634742175191241
YKR018C,0.4176080027831388,-0.77212,2.2213707416,-0.48678835983615387
YKR035W-A,0.4118352055771992,-0.21478999999999998,0.9405260821999999,-0.47352143275340763
YKR039W,0.4580756234011477,-0.7147899999999999,2.0896160821999996,-0.5797902361880496
YKR048C,0.4261037337423922,-0.505525,1.6086874445000001,-0.5063130788120909
YKR049C,0.3406105499012229,-0.15343,0.7995097574000001,-0.3098343535719924
YKR055W,0.3209126034927546,-0.32927999999999996,1.2036447103999999,-0.2645649270949787
YKR058W,0.3983609994978121,-0.57977,1.7793158186,-0.4425552818258818
YKR062W,0.435677852306616,-0.33990499999999996,1.2280628728999998,-0.5283161266140186
YKR065C,0.39690012410217435,-0.20722,0.9231288596,-0.439197927209135
YKR066C,0.4186802679970213,-0.41658,1.4042758244,-0.48925261830539435
YKR067W,0.39467658013058,-0.740245,2.1481162541,-0.4340878229244963
YKR068C,0.37668717317056377,-0.22529,0.9646569722,-0.3927449276371262
YKR080W,0.4172373658230248,-0.37797000000000003,1.3155430946,-0.4859365693871591
YKR081C,0.4687125744854489,-0.31684,1.1750553512,-0.6042358644309689
YKR082W,0.3812142517316788,-1.02021,2.7915262178,-0.40314896904470954
YKR084C,0.38717303348328524,-0.6021799999999999,1.8308180323999999,-0.4168433220906165
YKR092C,0.4296895712977011,-0.43860000000000005,1.454881748,-0.5145539789649506
YLL001W,0.40335661868456224,-0.73887,2.1449562566,-0.4540361139284872
YLL005C,0.34481821864854123,-0.714105,2.0880418289,-0.31950433373370446
YLL008W,0.4706619440257776,-0.7253099999999999,2.1137929358,-0.6087158665211616
YLL011W,0.4464525843868929,-0.49331,1.5806151758,-0.5530784003862694
YLL018C,0.5055914040702892,-0.61751,1.8660491318,-0.6889900530062574
YLL021W,0.3978871027189593,-1.35358,3.5576704843999996,-0.44146618172665775
YLL024C,0.6523948783185693,-0.6739200000000001,1.9956894656000002,-1.0263708614541696
YLL026W,0.49188260329053735,-0.88622,2.4835930796,-0.657484761230247
YLL029W,0.388097688743164,-0.8090700000000001,2.3062884926000002,-0.41896834631576463
YLL034C,0.4224282396906179,-0.814105,2.3178598288999996,-0.4978661318921842
YLL036C,0.36374138894922076,-0.47439,1.5371336102,-0.3629931852553201
YLL040C,0.4071258983849088,-2.9340300000000004,7.1898290654000006,-0.46269859715022976
YLL041C,0.4052447056592229,-0.33056,1.2065863808000001,-0.45837527765191277
YLL045C,0.6679512289645438,-0.26012,1.0447025816,-1.0621221553817353
YLL048C,0.41784018591777317,-1.61307,4.1540252126,-0.4873219584725079
YLL050C,0.5751228157960891,-0.1648,0.825640064,-0.8487857528062561
YLR003C,0.3788576693660503,-0.24244,1.0040707592,-0.39773311858366944
YLR008C,0.4271381664387783,-0.234605,0.9860645188999999,-0.5086903913462715
YLR019W,0.3884590374105443,-0.41298,1.3960023764,-0.41979879059616465
YLR025W,0.3900628106168742,-0.238695,0.9954640750999999,-0.42348455010348796
YLR027C,0.4224739397899676,-0.43343,1.4430001574,-0.4979711589465078
YLR028C,0.4100936827210386,-0.687005,2.0257611508999998,-0.4695190997558364
YLR029C,0.6119521379607034,-0.22536,0.9648178448,-0.9334261644185291
YLR033W,0.37700930199221794,-0.46602,1.5178978436,-0.39348523765247545
YLR038C,0.4704042175294762,-0.15986,0.8142870548000001,-0.6081235646418917
YLR043C,0.5623994035602697,-0.12086,0.7246580348,-0.8195450612741406
YLR044C,0.6453899812228755,-0.6204700000000001,1.8728517446000001,-1.010272347046788
YLR048W,0.625118991159533,-0.37624,1.3115672432,-0.9636859631030155
YLR056W,0.4310753385610153,-0.40612,1.3802368616,-0.5177387215741541
YLR058C,0.5649052311454698,-0.48787,1.5681130766,-0.8253039041138956
YLR060W,0.4910970771036842,-0.6327699999999999,1.9011193586,-0.655679480658145
YLR061W,0.6637819670614195,-0.13738,0.7626239684,-1.052540441061213
YLR069C,0.4295842085183033,-0.7736700000000001,2.2249329206,-0.5143118363325943
YLR075W,0.6226487028714447,-0.26720000000000005,1.060973696,-0.9580087959650967
YLR083C,0.4117557010929023,-0.6724600000000001,1.9923341228000002,-0.47333871713768627
YLR084C,0.35139501316644794,-1.12294,3.0276182491999997,-0.3346189913588673
YLR086W,0.3877071534569345,-1.32921,3.5016638378,-0.4180708259316578
YLR088W,0.3579617564601929,-0.6342899999999999,1.9046125922,-0.3497105494616861
YLR093C,0.3688464899020473,-0.25999,1.0444038182,-0.37472562616308713
YLR096W,0.371523728109214,-1.201995,3.2093008690999993,-0.38087840146603347
YLR100W,0.3825730551127753,-0.37304,1.3042130671999999,-0.40627174379907793
YLR106C,0.39941341857225504,-4.55555,10.916373899,-0.44497393029438503
YLR109W,0.5583426765801403,-0.18564,0.8735341352,-0.8102219724629467
YLR113W,0.41596159673999344,-0.55053,1.7121170354,-0.4830046223959181
YLR118C,0.3944520757401663,-0.24087999999999998,1.0004855984,-0.43357187142453535
YLR120C,0.3860222384414998,-0.6938799999999999,2.0415611383999996,-0.414198587941486
YLR129W,0.4062511602095573,-0.95836,2.6493837848,-0.46068829137040046
YLR134W,0.6058194547438345,-0.62987,1.8944546366000001,-0.9193321545031854
YLR147C,0.3368714571518709,-0.1047,0.687519446,-0.3012412453972866
YLR153C,0.49604697928189845,-0.74526,2.1596416268,-0.6670552468460733
YLR167W,0.6255129951795954,-0.18273,0.8668464314,-0.9645914552618424
YLR175W,0.5232520636174474,-0.49317500000000003,1.5803049215,-0.7295774275643452
YLR178C,0.3893586550319708,-0.26097000000000004,1.0466560346,-0.42186627382137465
YLR179C,0.4343037988676356,-0.24025,0.9990377449999999,-0.5251583044816227
YLR180W,0.5494103853173986,-0.496245,1.5873603341,-0.7896939593287391
YLR185W,0.550297118387972,-0.09665,0.6690190970000001,-0.7917318315368695
YLR186W,0.4072135359444625,-0.2697,1.066719146,-0.46290000403684484
YLR189C,0.3737824255096464,-1.1591999999999998,3.1109502559999993,-0.3860692946577592
YLR192C,0.5158337563950615,-0.31451,1.1697005918,-0.7125288222720023
YLR196W,0.4504703311521756,-0.58833,1.7989882394,-0.5623119056473069
YLR197W,0.522111407343468,-0.49886,1.5933700748000001,-0.7269559941286112
YLR199C,0.3477429450528125,-0.31083,1.1612432894,-0.3262258814614726
YLR203C,0.3906922810778969,-0.45921,1.5022472378,-0.4249311865276011
YLR206W,0.42157451427043935,-0.5464249999999999,1.7026830064999998,-0.4959041172060382
YLR208W,0.4639081995719888,-0.382955,1.3269995219,-0.5931945460923531
YLR214W,0.35725170497005626,-0.68801,2.0280708218,-0.34807872332808387
YLR216C,0.4660900417314158,-0.34962,1.2503896916,-0.5982088121063052
YLR220W,0.3757513107736793,-0.37110000000000004,1.299754598,-0.39059414739385423
YLR244C,0.4460967354884714,-0.39742,1.3602426956,-0.5522605955648952
YLR248W,0.4186694452929881,-0.61127,1.8517084886,-0.4892277457834394
YLR249W,0.6285954847547319,-1.0811549999999999,2.9315887978999995,-0.9716755711536298
YLR253W,0.3499555051922064,-0.58609,1.7938403162,-0.33131074292262497
YLR258W,0.4121767693364812,-0.80541,2.2978771537999996,-0.47430640775371424
YLR259C,0.5318635069708109,-0.635135,1.9065545543,-0.7493680744501781
YLR262C-A,0.5176677211326665,-0.07087,0.6097720166,-0.7167436033526713
YLR268W,0.40170772775872254,-0.22824,0.9714366031999999,-0.45024666578054096
YLR275W,0.37850431456308536,-0.09988,0.6764422184,-0.39692104564259145
YLR276C,0.41697890591773895,-0.5336749999999999,1.6733812114999997,-0.4853425820020293
YLR291C,0.3928534495959065,-0.390965,1.3454079437,-0.42989794079232035
YLR295C,0.4368630446775044,-0.1635,0.82265243,-0.5310399120169471
YLR300W,0.4801258416646462,-0.5158400000000001,1.6323931712000002,-0.6304656067968566
YLR304C,0.5397400590753553,-0.87987,2.4689996366,-0.7674698089657999
YLR305C,0.3696149651724929,-1.78625,4.552024025,-0.3764917206601198
YLR312W-A,0.3516712912860188,-0.26069,1.0460125442,-0.3352539282077027
YLR314C,0.43065534458787835,-0.473055,1.5340655399,-0.5167734998249702
YLR328W,0.4255735858812341,-0.4694,1.525665692,-0.5050947036005345
YLR330W,0.3995219498301977,-0.6473300000000001,1.9345808594000002,-0.4452233546607637
YLR340W,0.6467545896751603,-0.37233000000000005,1.3025813594000002,-1.0134084628996598
YLR342W,0.4556086550698957,-1.97968,4.9965609824,-0.5741206989085328
YLR345W,0.3530227949476218,-0.55882,1.7311689476,-0.3383599268927254
YLR347C,0.4205120346702417,-0.946145,2.6213115160999996,-0.493462347838456
YLR354C,0.5987605686242635,-0.37304000000000004,1.3042130672,-0.9031095636009099
YLR355C,0.6177970572404795,-0.46018000000000003,1.5044764724000002,-0.9468588410089251
YLR357W,0.38165737224763263,-0.8293050000000001,2.3527921649,-0.4041673397520643
YLR359W,0.4840714583069246,-0.50764,1.6135480951999999,-0.6395333440518081
YLR364W,0.4211459353286682,-0.12308,0.7297599944,-0.4949191656536386
YLR370C,0.3880150956430645,-0.18581999999999999,0.8739478076,-0.418778532504978
YLR372W,0.5051949056281999,-0.37277,1.3035925586,-0.6880788282166164
YLR378C,0.4427636309962437,-0.5842350000000001,1.7895771923000001,-0.5446005214829475
YLR380W,0.4423207119669785,-0.43906,1.4559389108,-0.5435826138282707
YLR383W,0.400166185051943,-0.99652,2.7370823335999996,-0.4467039231626744
YLR384C,0.4250321277650266,-1.37652,3.6103907335999996,-0.5038503353870287
YLR388W,0.5362482197504607,-0.19043000000000002,0.8845424174000001,-0.7594449336661135
YLR390W-A,0.4789390231371522,-0.2474,1.015469732,-0.6277380841933404
YLR395C,0.4479968508048126,-0.14091,0.7707365438,-0.5566274025826041
YLR406C,0.5935335722546169,-0.13118000000000002,0.7483752524,-0.8910969850841155
YLR409C,0.4036179842017396,-0.9160250000000001,2.5520903345,-0.4546367789327539
YLR410W,0.39794326660004736,-1.0651599999999999,2.8948294087999993,-0.44159525643489683
YLR418C,0.3756573457299234,-0.45687,1.4968694966,-0.39037819880959523
YLR419W,0.39824558513455555,-1.2485899999999999,3.3163845661999996,-0.4422900388445329
YLR432W,0.5356170657290094,-0.5672,1.750427696,-0.7579944281170947
YLR439W,0.3847431707101717,-0.32816,1.2010707488,-0.4112590600627024
YLR441C,0.6337368151727142,-0.29534,1.1256444812,-0.9834912738936283
YLR447C,0.44467852648912826,-0.36715,1.290676787,-0.5490012960067847
YLR448W,0.6243175430036585,-0.2475,1.01569955,-0.9618440909801478
YLR449W,0.4890151590645862,-0.36223500000000003,1.2793812323,-0.6508948582590506
YLR450W,0.3831262727843895,-1.04456,2.8474869007999994,-0.40754313758762817
YLR454W,0.3930857215570889,-2.26267,5.6469229406,-0.43043174356807046
YML001W,0.40839534146188095,-0.22378,0.9611867204,-0.4656160058408655
YML008C,0.4872862712623261,-0.36931,1.2956408558,-0.6469215628896525
YML010W,0.4478929317638716,-1.10201,2.9795173417999994,-0.5563885779210944
YML012W,0.4638114431948869,-0.25877,1.0416000386,-0.592972182521625
YML022W,0.4667879556819231,-0.2699,1.0671787819999998,-0.5998127439890819
YML025C,0.3993974159466888,-0.27232999999999996,1.0727633594,-0.4449371533803613
YML028W,0.6101186932313791,-0.21984500000000004,0.9521433821,-0.9292125784104908
YML030W,0.4147557787708494,-0.20824,0.9254730032,-0.4802334356555906
YML035C,0.4163390678270536,-0.8208799999999999,2.3334299983999998,-0.483872118898778
YML036W,0.3637373707273041,-0.227055,0.9687132598999999,-0.36298395065807576
YML048W,0.4357591440131387,-0.450175,1.4814831815,-0.5285029495881151
YML051W,0.35945643859536497,-0.43801,1.4535258218,-0.3531455980510958
YML052W,0.3752105538079126,-0.3421,1.233107378,-0.38935139055026846
YML055W,0.4098419716774671,-0.16771,0.8323277678000001,-0.46894062246972135
YML056C,0.5425488148489789,-0.65261,1.9467152498,-0.7739248353096262
YML061C,0.38082727571478914,-0.78251,2.2452488318,-0.4022596285022141
YML063W,0.6450438513214375,-0.2621,1.049252978,-1.009476878229901
YML069W,0.4390260017187811,-0.53343,1.6728181573999998,-0.5360107766300684
YML070W,0.4623600892346275,-0.639675,1.9169882915,-0.5896367098772362
YML072C,0.43381377599693094,-1.51452,3.9275395736,-0.5240321437206267
YML073C,0.6337534102679464,-0.18518,0.8724769724000001,-0.983529412409589
YML074C,0.5612052415247544,-0.37457,1.3077292826,-0.81680066196736
YML075C,0.4193195861575153,-1.05268,2.8661481224,-0.49072188651547843
YML085C,0.4572378643184105,-0.50632,1.6105144976,-0.5778649150192847
YML086C,0.4374337791034776,-0.660865,1.9656867257000001,-0.5323515624600301
YML092C,0.3812004258534972,-0.26455,1.054883519,-0.40311719468799023
YML099C,0.3662389735743308,-0.8381000000000001,2.373004658,-0.3687330842890555
YML100W,0.3950099344285551,-1.10754,2.9922262771999995,-0.4348539311050167
YML105C,0.43932095811007976,-0.27067,1.0689483806,-0.536688639509423
YML106W,0.4628591376183354,-0.30333,1.1440069393999999,-0.5907836128917061
YML110C,0.4249099140228557,-0.38025,1.320782945,-0.5035694662090465
YML115C,0.3979776238632606,-0.53401,1.6741511018,-0.44167421561006814
YML120C,0.41934830344245605,-0.6048600000000001,1.8369771548000002,-0.49078788400538365
YML123C,0.5027641164188764,-0.5899500000000001,1.8027112910000003,-0.6824924370715333
YML124C,0.4477430242202395,-0.50069,1.5975757442,-0.5560440634024699
YML127W,0.3606177450674517,-0.8965599999999999,2.5073562607999995,-0.3558144893591161
YML128C,0.4543613358332588,-0.5702750000000001,1.7574945995000002,-0.5712541347852786
YML130C,0.4221910620009341,-0.53161,1.6686354698,-0.49732105486930667
YMR011W,0.4919233948833948,-0.5439700000000001,1.6970409746000001,-0.6575785076531202
YMR012W,0.4555639332734309,-1.1896,3.1808149279999998,-0.5740179201703335
YMR015C,0.4966848697958805,-0.54212,1.6927893416000002,-0.6685212340674966
YMR027W,0.4278128769894395,-0.49018,1.5734218724,-0.51024099763959
YMR039C,0.4563787378147104,-0.28217,1.0953774506,-0.5758904876710111
YMR049C,0.45057754941206235,-0.73778,2.1424512404,-0.5625583125078135
YMR054W,0.4078211093018264,-0.89579,2.5055866622,-0.4642963169752714
YMR056C,0.37452450180734015,-0.40376999999999996,1.3748361385999999,-0.387774719563593
YMR058W,0.4168596124151639,-0.695525,2.0453416444999997,-0.4850684240602813
YMR071C,0.3367349008745078,-0.19037,0.8844045266,-0.3009274144917763
YMR072W,0.45009073128611626,-0.18046,0.8616295628,-0.5614395168271267
YMR079W,0.4820142475958116,-0.37433000000000005,1.3071777194,-0.6348055035397422
YMR083W,0.4738663643041318,-0.43511,1.4468610998,-0.6160802011164697
YMR089C,0.42291469955586697,-0.856165,2.4145212796999997,-0.49898410422530237
YMR091C,0.39935234018772464,-0.40208999999999995,1.3709751961999999,-0.44483356117262496
YMR093W,0.3789324831223574,-0.5215550000000001,1.6455272699000003,-0.3979050540621393
YMR099C,0.4714470303550175,-0.29045000000000004,1.114406381,-0.6105201362212942
YMR100W,0.3496345603923606,-0.64009,1.9179420362000001,-0.3305731540025153
YMR102C,0.3651181478962443,-0.87602,2.4601516435999997,-0.36615722513219073
YMR105C,0.4821642078763922,-0.61224,1.8539377232,-0.6351501392573671
YMR108W,0.4649486800088906,-0.7899700000000001,2.2623932546,-0.5955857574228323
YMR109W,0.4185470205549267,-1.1617849999999998,3.116891051299999,-0.4889463916989214
YMR110C,0.3899917168486656,-0.535405,1.6773570629,-0.42332116382726637
YMR116C,0.6189464733224083,-0.4164,1.4038621519999999,-0.9495004060600922
